"movieTitle","ReviewVolume","PositiveReviews","NegativeReviews","TotalReviews","ReviewValence","Rank","Opening","DomesticGross","% of Total","Theaters","Average","Date","Distributor","WeeksInTheater","movieYear","maingenre","sidegenre","budget","movieId","BoxOfficeLegs","ReleaseDate","release_season","avgBuzz","log_BoxOfficeLegs","log_ReviewVolume"
"Angels & Demons",141,48,93,141,0.340425531914894,278,46204168,133375846,34.6,3.527,13100,"May 15, 2009","Sony Pictures Releasing",5.8,2009,"Thriller","Contemporary Fiction",1.5e+08,"4e50d501-05c6-3f91-a80a-4ced31f6153d",2.8866626491359,2009-05-15,"Spring",26.2777777777778,1.35755085858369,4.95582705760126
"Ant-Man",212,180,32,212,0.849056603773585,194,57225526,180202163,31.8,3.856,14840,"Jul 17, 2015","Walt Disney Studios Motion Pictures",6.7,2015,"Action","Super Hero",1.3e+08,"a0d8e1e3-2f44-3ceb-9576-fe587dac6a24",3.14898220420027,2015-07-17,"Summer",25.75,1.42286305216348,5.36129216570943
"Ant-Man and The Wasp",137,120,17,137,0.875912408759124,119,75812205,216648740,0.35,4206,18024,"Jul 6, 2018","Walt Disney Studios Motion Pictures",5.9,2018,"Action","Super Hero",1.3e+08,"41ccc283-198e-3d38-bd20-dc6634bf300a",2.8577026614646,2018-07-06,"Summer",27.6666666666667,1.35007184087182,4.9272536851572
"Ant-Man and The Wasp: Quantumania",148,68,80,148,0.45945945945946,65,106109650,214504909,49.5,4345,24421,"Feb 17, 2023","Walt Disney Studios Motion Pictures",5.2,2023,"Action","Super Hero",2e+08,"431505cc-700e-4f8c-911a-2f3fcb2ac5a3",2.02154006727946,2023-02-17,"Winter",21.3611111111111,1.10576665745618,5.00394630594546
"Aquaman",155,95,60,155,0.612903225806452,150,67873522,335061807,20.3,4125,16454,"Dec 21, 2018","Warner Bros.",7.5,2018,"Action","Super Hero",1.6e+08,"a5235f6a-68cb-3d9c-ac34-711bc90d6f8f",4.93656137366792,2018-12-21,"Winter",45.8611111111111,1.78113007242922,5.04985600724954
"Avatar",121,100,21,121,0.826446280991736,117,77025481,749766139,10.3,3452,22313,"Dec 18, 2009","Twentieth Century Fox",14.8,2009,"Action","Science Fiction",2.37e+08,"f7970b0e-0f4c-391b-a841-1bf29e368b3e",9.73400138844962,2009-12-18,"Winter",46.9166666666667,2.37341640310526,4.80402104473326
"Avatar: The Way of Water",207,149,58,207,0.719806763285024,39,134100226,684075767,19.6,4202,31913,"Dec 16, 2022","20th Century Studios",11.1,2022,"Action","Science Fiction",4e+08,"6fbed893-5b71-3dc2-b35d-68ee630f6828",5.10122754752106,2022-12-16,"Winter",38.5,1.80848998823229,5.33753807970132
"Avengers: Age of Ultron",72,53,19,72,0.736111111111111,10,191271109,459005868,41.7,4276,44731,"May 1, 2015","Walt Disney Studios Motion Pictures",7,2015,"Action","Super Hero",3.65e+08,"a0c4ef79-5e4c-399c-98c7-bdab95639511",2.39976581094639,2015-05-01,"Spring",23.0833333333333,1.22370655011642,4.29045944114839
"Avengers: Endgame",199,185,14,199,0.92964824120603,1,357115007,858373000,41.6,4662,76601,"Apr 26, 2019","Walt Disney Studios Motion Pictures",8.1,2019,"Action","Super Hero",4e+08,"7b2bcd9a-359f-3ffd-bbbd-abe9e5ce3f9e",2.40363183617204,2019-04-26,"Spring",24.7894736842105,1.22484304862564,5.29831736654804
"Avengers: Infinity War",141,110,31,141,0.780141843971631,3,257698183,678815482,0.38,4474,57599,"Apr 27, 2018","Walt Disney Studios Motion Pictures",7.7,2018,"Action","Super Hero",3e+08,"8ef022ef-f88a-33c8-8f6e-ab87f5039eea",2.63414927531716,2018-04-27,"Spring",26.75,1.29037504654286,4.95582705760126
"Bad Boys for Life",140,109,31,140,0.778571428571429,171,62504105,206305244,30.3,3.775,16557,"Jan 17, 2020","Sony Pictures Releasing",7.2,2020,"Action","Contemporary Fiction",9e+07,"262a9c51-54fb-3a7b-ba38-c8d8042ada8b",3.30066711618381,2020-01-17,"Winter",28.6388888888889,1.4587701539646,4.94875989037817
"Barbie",258,225,33,258,0.872093023255814,20,162022044,636238421,25.5,4243,38185,"Jul 21, 2023","Warner Bros.",9.5,2023,"Comedy","Contemporary Fiction",1.45e+08,"317d7155-533b-396f-8c1c-34a22e2e8ef9",3.92686331620406,2023-07-21,"Summer",31.0277777777778,1.5947025413877,5.55682806169954
"Batman Begins",135,114,21,135,0.844444444444444,261,48745440,205343774,23.7,3.858,12634,"Jun 15, 2005","Warner Bros.",6.8,2005,"Action","Super Hero",1.5e+08,"f03e65c8-70e8-34e2-bd3f-1a2efd916f3a",4.21257401717986,2005-06-15,"Summer",36.0277777777778,1.65107378696268,4.91265488573605
"Batman v Superman: Dawn of Justice",123,30,93,123,0.24390243902439,19,166007347,330360194,50.2,4242,39134,"Mar 25, 2016","Warner Bros.",5.9,2016,"Action","Super Hero",2.63e+08,"f93fd0e2-42cf-3425-86a4-96090ed8ec13",1.99003357363455,2016-03-25,"Spring",21.8333333333333,1.09528461597987,4.82028156560504
"Beauty and the Beast",242,178,64,242,0.735537190082645,16,174750616,504014165,34.7,421,41508,"Mar 17, 2017","Walt Disney Studios Motion Pictures",8.5,2017,"Musical","Fantasy",1.6e+08,"34f61aeb-e296-3b46-9831-b0ce0c5bcfec",2.88419106345239,2017-03-17,"Spring",27.9166666666667,1.35691474166314,5.49306144334055
"Big Hero 6",86,78,8,86,0.906976744186046,203,56215889,222527828,25.3,3.761,14947,"Nov 7, 2014","Walt Disney Studios Motion Pictures",8.7,2014,"Adventure","Super Hero",1.65e+08,"b923270d-59e5-3def-b2ea-dcf1ee2f0698",3.95845075046309,2014-11-07,"Autumn",29.5277777777778,1.60109334324886,4.46590811865458
"Black Adam",152,51,101,152,0.335526315789474,154,67004323,168152111,39.8,4402,15221,"Oct 21, 2022","Warner Bros.",6.5,2022,"Action","Super Hero",2e+08,"09a12550-c5fe-4b73-98fd-706cb694c324",2.50957107648114,2022-10-21,"Autumn",27.5,1.25549382957797,5.03043792139244
"Black Panther",150,140,10,150,0.933333333333333,8,202003951,700059566,28.9,402,50249,"Feb 16, 2018","Walt Disney Studios Motion Pictures",9.9,2018,"Action","Super Hero",2e+08,"e1374d4d-19b0-31b2-a6cc-c4189f2b27ca",3.46557363128011,2018-02-16,"Winter",28.5277777777778,1.49639767892762,5.01727983681492
"Black Panther: Wakanda Forever",212,176,36,212,0.830188679245283,13,181339761,453829060,0.4,4396,41251,"Nov 11, 2022","Walt Disney Studios Motion Pictures",8.3,2022,"Action","Super Hero",2.5e+08,"618ab0ee-b32e-36d1-a1ea-6e608003cdf2",2.50264507627756,2022-11-11,"Autumn",24.3055555555556,1.25351841914996,5.36129216570943
"Black Widow",179,140,39,179,0.782122905027933,108,80366312,183651655,43.8,416,19318,"Jul 9, 2021","Walt Disney Studios Motion Pictures",6,2021,"Action","Super Hero",2e+08,"9d36e70e-2ede-34a5-9f2e-8eae12cf7731",2.28518206733189,2021-07-09,"Summer",21.0555555555556,1.18942207424605,5.19295685089021
"Bohemian Rhapsody",167,105,62,167,0.62874251497006,241,51061119,216428042,23.6,4,12765,"Nov 2, 2018","Twentieth Century Fox",8.8,2018,"Drama","Dramatization",5.5e+07,"529ce476-182d-3a9f-b51b-3b98445f83bc",4.23860750094411,2018-11-02,"Autumn",44.4444444444444,1.6560557189221,5.12396397940326
"Brave",90,76,14,90,0.844444444444444,156,66323594,237283207,0.28,4164,15927,"Jun 22, 2012","Walt Disney Studios Motion Pictures",7.3,2012,"Adventure","Kids Fiction",1.85e+08,"df472820-9e50-3aa3-9edb-878a74fa26c0",3.57765906051472,2012-06-22,"Summer",32.9722222222222,1.52118774530028,4.51085950651685
"Captain America: Civil War",76,65,11,76,0.855263157894737,14,179139142,408084349,43.9,4226,42389,"May 6, 2016","Walt Disney Studios Motion Pictures",6,2016,"Action","Super Hero",2.5e+08,"e6eb9e3e-4a72-33a7-b44e-1f8cadf1dd8f",2.27803005219261,2016-05-06,"Spring",24.7222222222222,1.18724264812361,4.34380542185368
"Captain America: The First Avenger",125,104,21,125,0.832,163,65058524,176654505,36.8,3715,17512,"Jul 22, 2011","Paramount Pictures",5.7,2011,"Action","Super Hero",1.4e+08,"b4b3abfc-eb38-33d1-ba76-e1e3ea823f1a",2.7153168276612,2011-07-22,"Summer",25.6388888888889,1.3124639578876,4.83628190695148
"Captain America: The Winter Soldier",84,77,7,84,0.916666666666667,80,95023721,259766572,36.6,3938,24129,"Apr 4, 2014","Walt Disney Studios Motion Pictures",7,2014,"Action","Super Hero",1.7e+08,"caf7974e-b836-3c04-95ab-3e77e3826a19",2.73370237732534,2014-04-04,"Spring",26.2777777777778,1.31740033581678,4.44265125649032
"Captain Marvel",214,159,55,214,0.742990654205608,25,153433423,426829839,0.36,431,35599,"Mar 8, 2019","Walt Disney Studios Motion Pictures",7.9,2019,"Action","Super Hero",1.75e+08,"bfd2fd97-a33c-3aad-8684-772d88959b5a",2.78185698170861,2019-03-08,"Spring",23.0277777777778,1.33021515400263,5.37063802812766
"Cars",102,78,24,102,0.764705882352941,183,60119509,244082982,24.6,3.985,15086,"Jun 9, 2006","Walt Disney Studios Motion Pictures",7.7,2006,"Adventure","Kids Fiction",7e+07,"36d1101e-542a-33a8-a5d7-dbf4f0fa70d9",4.05996299803447,2006-06-09,"Summer",44.6944444444444,1.62135917063123,4.63472898822964
"Cars 2",107,38,69,107,0.355140186915888,157,66135507,191452396,34.5,4115,16071,"Jun 24, 2011","Walt Disney Studios Motion Pictures",6.3,2011,"Adventure","Kids Fiction",2e+08,"aa71e4b2-3771-3534-8320-4422ef974940",2.89485035625417,2011-06-24,"Summer",32.2777777777778,1.35965525913773,4.68213122712422
"Cars 3",90,64,26,90,0.711111111111111,229,53688680,152901115,35.1,4.256,12614,"Jun 16, 2017","Walt Disney Studios Motion Pictures",5.7,2017,"Adventure","Kids Fiction",1.75e+08,"aad99a7c-6539-37a4-922c-4734cf84ef4f",2.84792092113272,2017-06-16,"Summer",29.9444444444444,1.34753298195111,4.51085950651685
"Charlie and the Chocolate Factory",123,100,23,123,0.813008130081301,204,56178450,206459076,27.2,3.77,14901,"Jul 15, 2005","Warner Bros.",7.7,2005,"Adventure","Kids Fiction",1.5e+08,"a23fa525-61d4-39cf-949f-d67bf0647574",3.67505824742406,2005-07-15,"Summer",31.0555555555556,1.54224162200508,4.82028156560504
"Cinderella",97,85,12,97,0.876288659793814,149,67877361,201151353,33.7,3845,17653,"Mar 13, 2015","Walt Disney Studios Motion Pictures",7.3,2015,"Drama","Fantasy",9.5e+07,"05b4fb41-30fe-3ad8-a320-248dde3dae2b",2.96345276299118,2015-03-13,"Spring",26.25,1.37711555522006,4.58496747867057
"Clash of the Titans",125,32,93,125,0.256,176,61235105,163214888,37.5,3.777,16212,"Apr 2, 2010","Warner Bros.",6,2010,"Action","Fantasy",1.25e+08,"6c5cfe44-54a9-39c3-9462-5e11a6f1d958",2.66538104245922,2010-04-02,"Spring",26.5833333333333,1.29893229786317,4.83628190695148
"Coco",139,136,3,139,0.97841726618705,244,50802605,210460015,24.1,3.987,12742,"Nov 22, 2017","Walt Disney Studios Motion Pictures",7.7,2017,"Musical","Kids Fiction",1.75e+08,"e409e2f7-0f17-333f-bb91-04fb5f69cbd0",4.14270124533968,2017-11-22,"Autumn",42.3333333333333,1.63757847553516,4.9416424226093
"Creed III",162,147,15,162,0.907407407407407,190,58370007,156248615,37.4,4.007,14567,"Mar 3, 2023","United Artists Releasing",5.5,2023,"Drama","Contemporary Fiction",7.5e+07,"daf1e5ee-6493-31a2-8e3e-691859c004e6",2.67686476378185,2023-03-03,"Spring",28.4444444444444,1.30206042268761,5.09375020080676
"Dawn of the Planet of the Apes",111,99,12,111,0.891891891891892,127,72611427,208545589,34.8,3967,18303,"Jul 11, 2014","Twentieth Century Fox",5.5,2014,"Adventure","Science Fiction",1.7e+08,"333e80e0-9a43-3257-9c5d-48aee0fa1568",2.87207671872362,2014-07-11,"Summer",26.5277777777778,1.35379098293799,4.71849887129509
"Deadpool",121,103,18,121,0.851239669421488,42,132434639,363070709,36.5,3558,37221,"Feb 12, 2016","Twentieth Century Fox",7.7,2016,"Action","Super Hero",5.8e+07,"d786d56f-0745-3f2a-96c1-edf7a3711571",2.7415086546957,2016-02-12,"Winter",26.5,1.31948891369762,4.80402104473326
"Deadpool 2",125,100,25,125,0.8,46,125507153,318491426,39.4,4349,28858,"May 18, 2018","Twentieth Century Fox",7.1,2018,"Action","Super Hero",1.1e+08,"71e176b9-ce85-309f-b2f9-b9d18b60fce6",2.53763565173054,2018-05-18,"Spring",26.6944444444444,1.26345860901309,4.83628190695148
"Despicable Me",89,71,18,89,0.797752808988764,199,56397125,251639815,22.4,3.476,16224,"Jul 9, 2010","Universal Pictures",9.3,2010,"Adventure","Kids Fiction",6.9e+07,"ddf0452e-871d-3ac4-91e4-787b07ec047b",4.46192629500174,2010-07-09,"Summer",30.75,1.69780152881944,4.49980967033027
"Despicable Me 2",69,53,16,69,0.768115942028985,104,83517315,368065385,22.7,3997,20895,"Jul 3, 2013","Universal Pictures",8.4,2013,"Adventure","Kids Fiction",7.6e+07,"862c7c4f-7634-3b9e-a143-2458d9473082",4.407054812526,2013-07-03,"Summer",36.7222222222222,1.68770454767528,4.24849524204936
"Despicable Me 3",76,43,33,76,0.56578947368421,128,72434025,264624300,27.4,4529,15993,"Jun 30, 2017","Universal Pictures",7.8,2017,"Adventure","Kids Fiction",7.5e+07,"b2464f68-7f89-3fb0-8fd1-0d0183eb235d",3.65331486135142,2017-06-30,"Summer",37.4444444444444,1.53757983903462,4.34380542185368
"Divergent",108,46,62,108,0.425925925925926,221,54607747,150947895,36.2,3.936,13873,"Mar 21, 2014","Lionsgate",6.5,2014,"Adventure","Science Fiction",8.5e+07,"03c7b3b4-45c5-3e03-b66e-dd8fc7375144",2.76422125600604,2014-03-21,"Spring",31.1388888888889,1.32554100214379,4.69134788222914
"Doctor Strange",94,83,11,94,0.882978723404255,99,85058311,232641920,36.6,3882,21910,"Nov 4, 2016","Walt Disney Studios Motion Pictures",6.3,2016,"Action","Super Hero",1.65e+08,"94c0f3b6-6002-30d6-bdf1-bc878f7e6168",2.73508746252909,2016-11-04,"Autumn",39.3055555555556,1.31777123531973,4.55387689160054
"Doctor Strange in the Multiverse of Madness",206,145,61,206,0.703883495145631,11,187420998,411331607,45.6,4534,41336,"May 6, 2022","Walt Disney Studios Motion Pictures",6.6,2022,"Action","Super Hero",2e+08,"783507b9-197a-3216-a5b3-99a00eb48cfa",2.19469329151689,2022-05-06,"Spring",24.25,1.16149108682621,5.33271879326537
"Dr. Seuss' Horton Hears a Who!",74,57,17,74,0.77027027027027,288,45012998,154529439,29.1,3.954,11384,"Mar 14, 2008","Twentieth Century Fox",7.3,2008,"Adventure","Fantasy",8.5e+07,"bb2a4936-3c52-3580-92ca-19e32d11f6dc",3.43299593153071,2008-03-14,"Spring",26.5833333333333,1.48907563799365,4.31748811353631
"Dr. Seuss' The Grinch",102,59,43,102,0.57843137254902,151,67572855,271740675,24.9,4141,16318,"Nov 9, 2018","Universal Pictures",7.7,2018,"Adventure","Kids Fiction",7.5e+07,"072ab61f-b943-496a-8caa-682d86031464",4.02144729566333,2018-11-09,"Autumn",43.1944444444444,1.6137181980605,4.63472898822964
"Dr. Seuss' the Lorax",71,37,34,71,0.52112676056338,138,70217070,214151550,32.8,3729,18830,"Mar 2, 2012","Universal Pictures",7.8,2012,"Adventure","Kids Fiction",67500000,"d25313bc-88ed-3160-9265-cc585936c46a",3.04985027145109,2012-03-02,"Spring",27.6111111111111,1.39867991042296,4.27666611901606
"Dumbo",150,59,91,150,0.393333333333333,283,45990748,114766307,40.1,4.259,10798,"Mar 29, 2019","Walt Disney Studios Motion Pictures",5.2,2019,"Adventure","Kids Fiction",1.7e+08,"c608a0ab-c784-4b39-9879-429d07c04b6c",2.49542162262723,2019-03-29,"Spring",27.9166666666667,1.25145400435469,5.01727983681492
"Dune",202,163,39,202,0.806930693069307,325,41011174,108327830,37.9,4125,9942,"Oct 22, 2021","Warner Bros.",6.4,2021,"Action","Science Fiction",1.65e+08,"f7c22bab-5d5e-3b2e-a8a6-bd138df977ee",2.64142231090483,2021-10-22,"Autumn",22.9166666666667,1.29237435008187,5.31320597904179
"Dune: Part Two",190,171,19,190,0.9,105,82505391,282144358,29.2,4071,20266,"Mar 1, 2024","Warner Bros.",6.9,2024,"Action","Science Fiction",1.9e+08,"cecd223d-a20d-3268-bbef-9a4c847c673d",3.41970814973775,2024-03-01,"Spring",33.8611111111111,1.48607366443847,5.25227342804663
"Dunkirk",178,162,16,178,0.910112359550562,247,50513488,188045546,26.9,3.72,13578,"Jul 21, 2017","Warner Bros.",7.4,2017,"Action","Dramatization",1.5e+08,"31ab6658-4bad-3bbd-b08a-7e572ce19dd5",3.72267989096298,2017-07-21,"Summer",33.1111111111111,1.55237641198418,5.18738580584075
"Eternals",144,63,81,144,0.4375,130,71297219,164870234,43.2,409,17432,"Nov 5, 2021","Walt Disney Studios Motion Pictures",6,2021,"Action","Super Hero",2e+08,"2289d276-2f05-3965-a4d3-c2377c2fb0d6",2.31243569261797,2021-11-05,"Autumn",25.8055555555556,1.1976837775746,4.97673374242057
"F9 The Fast Saga",150,82,68,150,0.546666666666667,140,70043165,173005945,40.5,4179,16760,"Jun 25, 2021","Universal Pictures",6.2,2021,"Action","Contemporary Fiction",2e+08,"6490d427-6414-39aa-9cf6-cbe57102f87a",2.46999039806382,2021-06-25,"Summer",28.9444444444444,1.24415182682636,5.01727983681492
"Fantastic Beasts and Where to Find Them",113,78,35,113,0.690265486725664,123,74403387,234037575,31.8,4144,17954,"Nov 18, 2016","Warner Bros.",6.4,2016,"Adventure","Fantasy",1.8e+08,"44532950-8ea1-33d2-a127-bd2094ab0072",3.14552313324123,2016-11-18,"Autumn",49.0277777777778,1.42202898888452,4.7361984483945
"Fantastic Beasts: The Crimes of Grindelwald",138,39,99,138,0.282608695652174,173,62163104,159555901,0.4,4.163,14932,"Nov 16, 2018","Warner Bros.",5.1,2018,"Adventure","Fantasy",2e+08,"249aaa65-13d9-3a68-a3ce-a129a3ae82e6",2.56672995286722,2018-11-16,"Autumn",29.9722222222222,1.27164919643688,4.93447393313069
"Fantastic Beasts: The Secrets of Dumbledore",75,29,46,75,0.386666666666667,309,42151256,95850844,0.4,4.208,10016,"Apr 15, 2022","Warner Bros.",5.1,2022,"Adventure","Fantasy",2e+08,"192c76f9-28ff-3c13-b98e-8016de72cf71",2.27397361540069,2022-04-15,"Spring",27.9444444444444,1.18600442008956,4.33073334028633
"Fantastic Four",124,38,86,124,0.306451612903226,205,56061504,154696080,36.2,3.602,15563,"Jul 8, 2005","Twentieth Century Fox",5.9,2005,"Action","Super Hero",87500000,"61bf45ac-4678-3d4e-96a8-45d3dbab2b9e",2.75939939106878,2005-07-08,"Summer",29.9166666666667,1.32425920822471,4.8283137373023
"Fantastic Four: Rise of the Silver Surfer",105,45,60,105,0.428571428571429,191,58051684,131921738,0.4,3.959,14663,"Jun 15, 2007","Twentieth Century Fox",4.5,2007,"Action","Super Hero",1.2e+08,"9fcbdc54-f99b-3f6f-b36c-8471a039e455",2.27248770251006,2007-06-15,"Summer",23.1666666666667,1.18555046096753,4.66343909411207
"Fast & Furious",99,33,66,99,0.333333333333333,132,70950500,155064265,45.8,3461,20500,"Apr 3, 2009","Universal Pictures",5.6,2009,"Action","Contemporary Fiction",8.5e+07,"cd4cf73e-99f9-3b35-830e-be001d1806d5",2.18552744519066,2009-04-03,"Spring",27,1.15861787819909,4.60517018598809
"Fast & Furious 6",80,50,30,80,0.625,77,97375245,238679850,40.8,3658,26619,"May 24, 2013","Universal Pictures",5.5,2013,"Action","Contemporary Fiction",1.6e+08,"daaf3a30-c81b-36f8-b606-b1fa4e06ad32",2.45113478276743,2013-05-24,"Spring",26.6388888888889,1.23870309950139,4.39444915467244
"Fast & Furious Presents: Hobbs & Shaw",169,105,64,169,0.621301775147929,184,60038950,173956935,34.5,4.253,14116,"Aug 2, 2019","Universal Pictures",6.2,2019,"Action","Contemporary Fiction",2e+08,"898439d3-d4fc-3a8e-a265-cb6ebe4e9c5f",2.89740135362127,2019-08-02,"Summer",31.2222222222222,1.36031001146176,5.13579843705026
"Fast Five",83,66,17,83,0.795180722891566,95,86198765,209837675,41.1,3644,23654,"Apr 29, 2011","Universal Pictures",6.2,2011,"Action","Contemporary Fiction",1.25e+08,"11908db6-b627-38a4-8bc8-285b3f635197",2.43434665218231,2011-04-29,"Spring",23.5277777777778,1.23382670443415,4.43081679884331
"Fast X",129,75,54,129,0.581395348837209,153,67017410,146126015,45.9,4046,16563,"May 19, 2023","Universal Pictures",4.3,2023,"Action","Contemporary Fiction",3.4e+08,"00b20d93-6265-3079-a0da-de975d7ff0b1",2.18041871507717,2023-05-19,"Spring",29.25,1.15701285953208,4.86753445045558
"Fifty Shades Darker",89,8,81,89,0.0898876404494382,276,46607250,114581250,40.7,3.71,12562,"Feb 10, 2017","Universal Pictures",4.1,2017,"Drama","Contemporary Fiction",5.5e+07,"55d600e5-47ee-3df1-95d2-a3d316daab10",2.45844262426983,2017-02-10,"Winter",26.5555555555556,1.24081837914782,4.49980967033027
"Fifty Shades of Grey",99,20,79,99,0.202020202020202,98,85171450,166167230,51.3,3646,23360,"Feb 13, 2015","Universal Pictures",5,2015,"Drama","Contemporary Fiction",4e+07,"7fbd15c8-cc53-3803-ad0e-7b06a83a7ad0",1.95097336020462,2015-02-13,"Winter",27.8888888888889,1.08213506854107,4.60517018598809
"Finding Dory",240,222,18,240,0.925,38,135060273,486295561,27.8,4305,31372,"Jun 17, 2016","Walt Disney Studios Motion Pictures",7.6,2016,"Adventure","Kids Fiction",2e+08,"f5859e9a-bd84-374d-99a6-e9fdb1c5378c",3.60058180098599,2016-06-17,"Summer",28.0277777777778,1.52618277397254,5.48479693349065
"Five Nights at Freddy's",135,44,91,135,0.325925925925926,111,80001720,137275620,58.3,3675,21769,"Oct 27, 2023","Universal Pictures",4.4,2023,"Horror","Contemporary Fiction",2e+07,"280fc921-c63a-338b-bed5-136e92aa72f8",1.7159083579703,2023-10-27,"Autumn",22.8611111111111,0.999126467584593,4.91265488573605
"Friday the 13th",94,24,70,94,0.25531914893617,327,40570365,65002019,62.4,3105,13066,"Feb 13, 2009","Warner Bros.",3.9,2009,"Horror","Fantasy",1.7e+07,"9082edb4-4e1e-3584-a75b-1b50f9d0c1ea",1.60220444159179,2009-02-13,"Winter",18.1388888888889,0.956358947946049,4.55387689160054
"Frozen II",159,123,36,159,0.773584905660377,43,130263358,477373578,27.3,444,29338,"Nov 22, 2019","Walt Disney Studios Motion Pictures",8.6,2019,"Musical","Kids Fiction",1.5e+08,"2668991b-1aaf-3492-884d-741163f32004",3.66468042379193,2019-11-22,"Autumn",32.5555555555556,1.54001932687061,5.07517381523383
"Furious 7",88,72,16,88,0.818181818181818,29,147187040,353007020,41.7,4004,36760,"Apr 3, 2015","Universal Pictures",6.9,2015,"Action","Contemporary Fiction",1.9e+08,"bd5d85e4-2ec5-3a26-bc32-f3129e85bd1b",2.39835667596821,2015-04-03,"Spring",25.5555555555556,1.22329198418265,4.48863636973214
"G.I. Joe: Retaliation",88,17,71,88,0.193181818181818,329,40501814,122523060,33.1,3719,10890,"Mar 28, 2013","Paramount Pictures",5.7,2013,"Action","Contemporary Fiction",1.4e+08,"519910f8-4903-3f91-947d-4529d5b78160",3.02512524500754,2013-03-28,"Spring",27.3888888888889,1.39255602715847,4.48863636973214
"G.I. Joe: The Rise of Cobra",115,35,80,115,0.304347826086957,219,54713046,150201498,36.4,4.007,13654,"Aug 7, 2009","Paramount Pictures",6.2,2009,"Action","Contemporary Fiction",1.75e+08,"9fd0c667-6e2d-3287-949f-08923ee813ca",2.74525929336853,2009-08-07,"Summer",25.1111111111111,1.32049085178696,4.75359019110636
